ID,Round,Direction,Item Type,Year,Author,Publication Title,DOI,Url,Abstract,Automatic Tags,Title,I1 (!ROS),I2 (!SE),I3 (!English),I4 (<2007),I5 (!Peer reviewed),E1 (only-implementation),E2 (dup previous),E2 (duplicate),E3 (no full-text),Included,,
S12,1,Forward,conferencePaper,2020,"Cheng, Betty H. C.; Clark, Robert Jared; Fleck, Jonathon Emil; Langford, Michael Austin; McKinley, Philip K.",Proceedings of the 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,10.1145/3365438.3410952,https://doi.org/10.1145/3365438.3410952,"Cyber-physical systems that implement self-adaptive behavior, such as autonomous robots, need to ensure that requirements remain satisfied across run-time adaptations. The Robot Operating System (ROS), a middleware infrastructure for robotic systems, is widely used in both research and industrial applications. However, ROS itself does not assure self-adaptive behavior. This paper introduces AC-ROS, which fills this gap by using assurance case models at run time to manage the self-adaptive operation of ROS-based systems. Assurance cases provide structured arguments that a system satisfies requirements and can be specified graphically with Goal Structuring Notation (GSN) models. AC-ROS uses GSN models to instantiate a ROS-based MAPE-K framework, which in turn uses these models at run time to assure system behavior adheres to requirements across adaptations. For this study, AC-ROS is implemented and tested on EvoRally, a 1:5-scale autonomous vehicle.",assurance case; cyber-physical systems; digital twin; goal structuring notation; robot operating system; self-adaptive systems,AC-ROS: assurance case driven adaptation for the robot operating system,,,,,,,,,,,,
S120,1,Forward,journalArticle,2019,"Delgado, Raimarius; Park, Jaeho; Choi, Byoung Wook",Electronics,10.3390/electronics8020223,https://www.mdpi.com/2079-9292/8/2/223,"This paper presents design details adopting open embedded systems (OES) as real-time controllers in industrial distributed control systems. OES minimize development cost and enhance portability while addressing widely known shortcomings of their proprietary counterparts. These shortcomings include the black box method of distribution which hinders integration to more complex systems. However, OES are highly dependent on the compatibility of each software components and essential benchmarking is required to ensure that the system can satisfy hard real-time constraints. To address these issues and the notion that OES will find broader distributed control applications, we provide detailed procedures in realizing OES based on an open source real-time operating system on various low-cost open embedded platforms. Their performance was evaluated and compared in terms of periodicity and schedulability, task synchronization, and interrupt response time, which are crucial metrics to determine stability and reliability of real-time controllers. Practical implementations, including the modernization of a multi-axis industrial robot controller, are described clearly to serve as a comprehensive reference on the integration of OES in industrial distributed control systems.",industrial distributed control systems; open embedded systems; real-time controller; real-time operating systems; Xenomai,Open Embedded Real-time Controllers for Industrial Distributed Control Systems,x,,,,,,,,,NO,,
S121,1,Forward,journalArticle,2019,"Delgado, Raimarius; Choi, Byoung Wook",Electronics,10.3390/electronics8030317,https://www.mdpi.com/2079-9292/8/3/317,"This paper proposes a real-time embedded system for joint space control of omnidirectional mobile robots. Actuators driving an omnidirectional mobile robot are connected in a line topology which requires synchronization to move simultaneously in translation and rotation. We employ EtherCAT, a real-time Ethernet network, to control servo controllers for the mobile robot. The first part of this study focuses on the design of a low-cost embedded system utilizing an open-source EtherCAT master. Although satisfying real-time constraints is critical, a desired trajectory on the center of the mobile robot should be decomposed into the joint space to drive the servo controllers. For the center of the robot, a convolution-based path planner and a corresponding joint space control algorithm are presented considering its physical limits. To avoid obstacles that introduce geometric constraints on the curved path, a trajectory generation algorithm considering high curvature turning points is adapted for an omnidirectional mobile robot. Tracking a high curvature path increases mathematical complexity, which requires precise synchronization between the actuators of the mobile robot. An improvement of the distributed clock&mdash;the synchronization mechanism of EtherCAT for slaves&mdash;is presented and applied to the joint controllers of the mobile robot. The local time of the EtherCAT master is dynamically adjusted according to the drift of the reference slave, which minimizes the synchronization error between each joint. Experiments are conducted on our own developed four-wheeled omnidirectional mobile robot. The experiment results confirm that the proposed system is very effective in real-time control applications for precise motion control of the robot even for tracking high curvature paths.",EtherCAT; network-oriented system; real-time embedded controller; synchronous joint space motion; Xenomai,Network-Oriented Real-Time Embedded System Considering Synchronous Joint Space Motion for an Omnidirectional Mobile Robot,x,,,,,,,,,NO,,
S122,1,Forward,journalArticle,2019,"Park, Jaeho; Choi, Byoung Wook",Electronics,10.3390/electronics8091025,https://www.mdpi.com/2079-9292/8/9/1025,"In this paper, we present the detailed design and implementation procedures for an advanced driver assistance system (ADAS) based on an open source automotive open system architecture (AUTOSAR). Due to the increasing software complexity of ADAS, portability, component interoperability, and maintenance are becoming essential development factors. AUTOSAR satisfies these demands by defining system architecture standards. Although commercial distributions of AUTOSAR are well established, accessibility is a huge concern as they come with very expensive licensing fees. Open source AUTOSAR addresses this issue and can also minimize the overall cost of development. However, the development procedure has not been well established and could be difficult for engineers. The contribution of this paper is divided into two main parts: First, we provide the complete details on developing a collision warning system using an open source AUTOSAR. This includes the simplified basic concepts of AUTOSAR, which we have organized for easier understanding. Also, we present an improvement of the existing AUTOSAR development methodology focusing on defining the underlying tools at each development stage with clarity. Second, as the performance of open source software has not been proven and requires benchmarking to ensure the stability of the system, we propose various evaluation methods measuring the real-time performance of tasks and the overall latency of the communication stack. These performance metrics are relevant to confirm whether the entire system has deterministic behavior and responsiveness. The evaluation results can help developers to improve the overall safety of the vehicular system. Experiments are conducted on an AUTOSAR evaluation kit integrated with our self-developed collision warning system. The procedures and evaluation methods are applicable not only on detecting obstacles but other variants of ADAS and are very useful in integrating open source AUTOSAR to various vehicular applications.",ADAS; AUTOSAR; design methodology; open source; performance evaluation,Design and Implementation Procedure for an Advanced Driver Assistance System Based on an Open Source AUTOSAR,x,,,,,,,,,NO,,
S123,1,Forward,conferencePaper,2019,"Lee, Moonyoung; Heo, Yujin; Cho, Saihim; Park, Hyunsub; Oh, Jun-Ho",2019 19th International Conference on Advanced Robotics (ICAR),10.1109/ICAR46387.2019.8981593,,"This paper discusses the development of robot motion generation interface between a real-time software architecture and a non-real-time robot operating system. In order for robots to execute intelligent manipulation or navigation, close integration of high-level perception and low-level control is required. However, many available open-source perception modules are developed in ROS, which operates on Linux OS that don't guarantee RT performance. This can lead to non-deterministic responses and stability problems that can adversely affect robot control. As a result, many robotic systems devote RTOS for low-level motion control. Similarly, the humanoid robot platform developed at KAIST, Hubo, utilizes a custom real-time software framework called PODO. Although PODO provides easy interface for motion generation, it lacks interface to high-level frameworks such as ROS. As such, we present a new motion generation interface between ROS and PODO that enables users to generate motion trajectories through standard ROS messages while leveraging a real-time motion controller. With the proposed communication interface, we demonstrate series of manipulator tasks on the actual wheeled humanoid platform, M-Hubo. The overall communication interface responsiveness was at most 27 milliseconds.",,Motion Generation Interface of ROS to PODO Software Framework for Wheeled Humanoid Robot,,x,,,,,,,,NO,,
S124,1,Forward,journalArticle,2020,"Park, Jaeho; Delgado, Raimarius; Choi, Byoung Wook",IEEE Access,10.1109/ACCESS.2020.3018122,,"Due to its ease of use and flexibility, the robot operating system (ROS) is increasingly becoming the most popular middleware for robot applications, even in multiagent systems. Since ROS 1.0 does not satisfy real-time requirements, ROS 2.0 was developed, and it improved the communication stack with the real-time data distribution service (DDS) protocol. However, the actual performance level to be expected is still unknown and can largely depend on the operating system and the kernel being used, the DDS distribution, and the overall software load of the system. In this article, we present an empirical study that evaluates the real-time performance of ROS 2.0 in both the system and communication software layers. In the system layer, the deterministic behavior of the ROS 2.0 nodes is thoroughly observed with regard to whether the tasks are schedulable and can function within the specified temporal deadline. In the communication layer, special attention is devoted to the rate of data loss and the overall latency of messages between nodes. Experiments are performed in various working conditions; for example, the system load is increased to define the real-time performance of the tasks. For reference, the results are compared with the those from the traditional ROS variation. Moreover, we implement a multiagent service robot system to verify the suitability of ROS 2.0 for real-world applications. Our results show that the application of ROS 2.0 is more suitable than that of ROS 1.0 in terms of real-time performance.",Multi-agent system; Navigation; performance evaluation; Performance evaluation; real-time operating systems; Real-time systems; Robot kinematics; robot operating system; Software; Task analysis,Real-Time Characteristics of ROS 2.0 in Multiagent Robot Systems: An Empirical Study,,,,,,,,,,NO,,
S125,1,Forward,journalArticle,2021,"Muñoz, Milton; Guevara, Remigio; González, Santiago; Jiménez, Juan Carlos","Journal of Applied Science, Engineering, Technology, and Education",10.35877/454RI.asci159,http://jurnal.ahmar.id/index.php/asci/article/view/159,"This paper presents and evaluates a continuous recording system designed for a low-cost seismic station. The architecture has three main blocks. An accelerometer sensor based on MEMS technology (Microelectromechanical Systems), an SBC platform (Single Board Computer) with embedded Linux and a microcontroller device. In particular, the microcontroller represents the central component which operates as an intermediate agent to manage the communication between the accelerometer and the SBC block. This strategy allows the system for data acquisition in real time. On the other hand, the SBC platform is used for storing and processing data as well as in order to configure the remote communication with the station. This proposal is intended as a robust solution for structural health monitoring (i.e. in order to characterize the response of an infrastructure before, during and after a seismic event). The paper details the communication scheme between the system components, which has been minutely designed to ensure the samples are collected without information loss. Furthermore, for the experimental evaluation the station was located in the facilities on a relevant infrastructure, specifically a hydroelectric dam. The system operation was compared and verified with respect to a certified accelerograph station. Results prove that the continuous recording system operates successfully and allows for detecting seismic events according to requirements of structural health applications (i.e. detects events with a frequency of vibration less than 100 Hz). Specifically, through the system implemented it was possible to characterize the effect of a seismic event of 4 MD reported by the regional seismology network and with epicenter located about 30 Km of the hydroelectric dam. Particularly, the vibration frequencies detected on the infrastructure are in the range of 13 Hz and 29 Hz. Regarding the station performance, results from experiments reveals an average CPU load of 51%, consequently the processes configured on the SBC platform do not involve an overload. Finally, the average energy consumption of the station is close to 2.4 W, therefore autonomy provided by the backup system is aroud of 10 hours. 		 	                                                                                                                                                                                                                   1   CITATION                                         1           Total citation                                        1           Recent citation                                                      n/a           Field Citation Ratio                                        n/a           Relative Citation Ratio",Data acquisition system; Internet of Things; real time processing; single board computer; structural health monitoring,Reliable Data Acquisition System for a Low-Cost Accelerograph Applied to Structural Health Monitoring,x,,,,,,,,,NO,,
S126,1,Forward,journalArticle,2020,"Delgado, Raimarius; Park, Jaeho; Lee, Cheonho; Choi, Byoung Wook",Applied Sciences,10.3390/app10082796,https://www.mdpi.com/2076-3417/10/8/2796,"Android is gaining popularity as the operating system of embedded systems and recent demands of its application on industrial control are steadily increasing. However, its feasibility is still in question due to two major drawbacks: safety and security. In particular, ensuring the safe operation of industrial control systems requires the system to be governed by stringent temporal constraints and should satisfy real-time requirements. In this sense, we explore the real-time characteristics of Xenomai to guarantee strict temporal deadlines, and provide a viable method integrating Android processes to real-time tasks. Security is another issue that affects safety due to the increased connectivity in industrial systems provoking a higher risk of cyber and hardware attacks. Herein, we adopted a hardware copy protection chip and enforced administrative security policies in the booting process and the Android application layer. These policies ensure that the developed system is protected from physical tampering and unwanted Android applications. The articulacy of the administrative policies is demonstrated through experiments. The developed embedded system is connected to an industrial EtherCAT motion device network exhibiting operability on an actual industrial application. Real-time performance was evaluated in terms of schedulability and responsiveness, which are critical in determining the safety and reliability of the control system.",android; industrial control systems; policy oriented security; real-time; safety,Safe and Policy Oriented Secure Android-Based Industrial Embedded Control System,x,,,,,,,,,NO,,
S127,1,Forward,book,2021,"Sarkar, Sampreet; Lejeune, Erwin; Lebastard, Vincent; Queudet, Audrey",,,,"Predictability is of uppermost importance in safety-critical systems, where timing behaviors have a high impact on a system's correctness and sustainability. With autonomous systems performing tasks whose criticality increases by the day (i.e., autonomous robots, vehicles, drones), it becomes necessary for robotics tools to allow room for real-time wrappers, toolboxes and built-in methods for accurate timing analysis. ROS (Robot Operating System) is becoming the standard in robotics programming, providing standardized core of functions. However, it was initially not written having real-time systems requirements in mind. ROS2 proposes built-in real-time capabilities for safety-critical systems. This paper focuses on comparing the impact of both the underlying operating system (General-Purpose Operating System vs Real Time Operating System) and the hardware platform (Desktop vs Embedded) on the performance of ROS2.",,Real-time Jitter Measurements under ROS2: the Inverted Pendulum case,,,,,x,,,,,NO,,
S128,1,Forward,journalArticle,2020,"Zhang, Xiaojun; Zhao, Jian; Zhang, Minglu; Liu, Xiaoyu",Sensors,10.3390/s20154187,https://www.mdpi.com/1424-8220/20/15/4187,"Increasing requirements for the safety of human-robot interaction and the cost-effectiveness of collision detection rapidly promote the development of collision detection technology without torque sensors. To address nonlinear disturbance factors in collision detection that may cause unstable or even incorrect detection, this paper proposed a research strategy that considered the friction as the disturbance term in manipulator motion for the collision detection. The manipulator joint disturbance model was established based on the LuGre dynamic friction model, and the external torque observer was designed based on the generalized momentum. Then, the friction measurement was realized using the external torque observer, and the model parameters were identified through the genetic algorithm. The collision detection can be reduced errors after the friction model by compensating the disturbance and can be applicable to variable working conditions. Finally, the accuracy of the constructed disturbance model and the performance of the proposed collision detection method were validated by the experimental studies.",collision detection; human-robot interaction; momentum observer; nonlinear disturbance; parameter identification,Disturbance Recognition and Collision Detection of Manipulator Based on Momentum Observer,x,,,,,,,,,NO,,
S129,1,Forward,conferencePaper,2020,"Yang, Yuqing; Azumi, Takuya",2020 IEEE International Conference on Embedded Software and Systems (ICESS),10.1109/ICESS49830.2020.9301530,,"With the recent developments in robotics research, autonomous robot systems have grown rapidly to meet the increasing demands. The Robot Operating System (ROS) is commonly used for building autonomous robot systems. Due to the high latency in communication, ROS has been upgraded to ROS 2 using the Data Distribution Service (DDS) as a transport system. In ROS 2, an Executor concept was introduced to support execution management and ensure real-time performance. However, it is difficult to improve the real-time performance of ROS 2. A real-time executor called the Callback-group-level Executor has been developed in micro-ROS. In this paper, the Callback-grouplevel Executor was used to replace the standard rclcpp Executor in ROS 2, and explore the resulting performance. Using the pingpong test bench, the potential and constraints of the real-time executor on ROS 2 were also examined and evaluated.",Autonomous robots; Libraries; Message systems; Middleware; Operating systems; Real-time systems; Standards,Exploring Real-Time Executor on ROS 2,,x,,,,,,,,NO,,
S13,1,Forward,conferencePaper,2019,"von Zabiensky, Florian; Kreutzer, Michael; Bienhaus, Diethelm",Intelligent Human Systems Integration 2019,10.1007/978-3-030-11051-2_81,,"Electronic Travel Aids (ETAs) are devices that support people who are blind or visual impaired in tasks as obstacle detection/avoidance or navigation. ETAs consist of sensing, processing and presentation components. Many research projects develop new kinds of ETAs, introducing new presentation or sensing components. An optimal ETA should be a distributed system where each component is a communicating node. In this work we propose an MDD workflow to develop distributed ETAs. This workflow uses AADL to describe the system, its components and their communication. This supports an easy exchange of a component in its system model. So, research projects, for new presentation devices or presentation components, only have to change the node they are working on instead of developing a whole new system. Automatic code generation assures that the newly developed ETA component fits into the system.",AADL; Development workflow; Electronic travel aids; MDD; ROS 2,A Model Driven Development Approach Using AADL and Code Generation to Develop Modular Distributed Electronic Travel Aid Devices,,,,,,x,,,,NO,,
S130,1,Forward,journalArticle,2020,"Chen, Xuebing",Journal of Physics: Conference Series,10.1088/1742-6596/1453/1/012100,https://doi.org/10.1088/1742-6596/1453/1/012100,"In order to solve the real-time problem of Linux system for loongson3A, the real-time enhancement design of Linux kernel is carried out by using the idea of PREEMPT_RT patch, the performance analysis support based on ftrace tool is improved, and the real-time optimization method based on reserved core scheduling is proposed. The real-time performance of the system is tested from four aspects: context switching, interrupt response, scheduling latency and network latency. Five context switching methods are proposed, including active switching, priority preemptive switching, semaphores, message queuing and signal distribution latency. A test method based on the internal timer of the PCI board is designed. The test results show that the maximum latency of real-time Linux system based on Loongson3A3000 is less than 30us, the reserved core scheduling latency is the minimum, and the maximum jitter of network communication latency is less than 120us. In conclusion, the system based on loongson3A3000 can meet the demand for hard real-time applications at millisecond level.",,Research on Linux Real-time and performance Evaluation for Loongson 3A3000 processor,x,,,,,,,,,NO,,
S131,1,Forward,journalArticle,2021,"Adam, George K.; Petrellis, Nikos; Doulos, Lambros T.",Electronics,10.3390/electronics10111331,https://www.mdpi.com/2079-9292/10/11/1331,"This work investigates the real-time performance of Linux kernels and distributions with a PREEMPT_RT real-time patch on ARM-based embedded devices. Experimental measurements, which are mainly based on heuristic methods, provide novel insights into Linux real-time performance on ARM-based embedded devices (e.g., BeagleBoard and RaspberryPi). Evaluations of the Linux real-time performance are based on specific real-time software measurement modules, developed for this purpose, and the use of a standard benchmark tool, cyclictest. Software modules were designed upon the introduction of a new response task model, an innovative aspect of this work. Measurements include the latency of response tasks at user and kernel space, the response on the execution of periodic tasks, the maximum sustained frequency and general latency performance metrics. The results show that in such systems the PREEMPT_RT patch provides more improved real-time performance than the default Linux kernels. The latencies and particularly the worst-case latencies are reduced with real-time support, thus making such devices running Linux with PREEMPT_RT more appropriate for use in time-sensitive embedded control systems and applications. Furthermore, the proposed performance measurements approach and evaluation methodology could be applied and deployed on other Linux-based real-time platforms.",embedded devices; performance measurements; PREEMPT_RT; real-time operating systems; response latency,Performance Assessment of Linux Kernels with PREEMPT_RT on ARM-Based Embedded Devices,x,,,,,,,,,NO,,
S132,1,Forward,journalArticle,2020,"Delgado, Raimarius; Choi, Byoung Wook",IEEE Access,10.1109/ACCESS.2020.3029858,,"Multicore processors are gaining popularity in various domains because of their potential for maximizing system throughput of average-case tasks. In real-time systems, where processes and tasks are governed by stringent temporal constraints, the worst-case timings should be considered, and migration to multicore processors leads to additional difficulties. Resource sharing between the cores introduces timing overheads, which affect the worst-case timings and schedulability of the entire system. In this article, we provide new insights into the performance of the real-time extensions of Linux, namely, Xenomai and RT-Preempt, for a homogeneous multicore processor. First, complete details on leveraging both real-time extensions are presented. We identify various multicore deployments and discuss their trade-offs, as established through the experimental evaluation of the scheduling latency. Then, we propose a statistical method based on a variation of chi-square test to determine the best multicore deployment. The unexpected effects of interfering loads, such as CPU, memory, and network operations, on the real-time performance, are considered. Feasibility of the best multicore deployment is verified through the analysis of its periodicity and deterministic response times in a pre-emptive multitasking environment. This research is the first of its kind and will serve as a useful guideline for developing real-time applications on multicore processors.",Kernel; Linux; Multicore architecture; Multicore processing; Processor scheduling; real-time; Real-time systems; RT-preempt; statistical selection; Task analysis; Time factors; Xenomai,New Insights Into the Real-Time Performance of a Multicore Processor,x,,,,,,,,,NO,,
S133,1,Forward,conferencePaper,2020,"García, Sergio; Strüber, Daniel; Brugali, Davide; Berger, Thorsten; Pelliccione, Patrizio",Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3368089.3409743,https://doi.org/10.1145/3368089.3409743,"Robots that support humans by performing useful tasks (a.k.a., service robots) are booming worldwide. In contrast to industrial robots, the development of service robots comes with severe software engineering challenges, since they require high levels of robustness and autonomy to operate in highly heterogeneous environments. As a domain with critical safety implications, service robotics faces a need for sound software development practices. In this paper, we present the first large-scale empirical study to assess the state of the art and practice of robotics software engineering. We conducted 18 semi-structured interviews with industrial practitioners working in 15 companies from 9 different countries and a survey with 156 respondents from 26 countries from the robotics domain. Our results provide a comprehensive picture of (i) the practices applied by robotics industrial and academic practitioners, including processes, paradigms, languages, tools, frameworks, and reuse practices, (ii) the distinguishing characteristics of robotics software engineering, and (iii) recurrent challenges usually faced, together with adopted solutions. The paper concludes by discussing observations, derived hypotheses, and proposed actions for researchers and practitioners.",interviews; online survey; robotics software engineering,Robotics software engineering: a perspective from the service robotics domain,,,,,,,,,,,,
S135,1,Forward,conferencePaper,2020,"Malavolta, Ivano; Lewis, Grace; Schmerl, Bradley; Lago, Patricia; Garlan, David",2020 IEEE/ACM 42nd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),,,"The Robot Operating System (ROS) is the de-facto standard for robotic software. If on one hand ROS is helping roboticists, e.g., by providing a standardized communication platform, on the other hand ROS-based systems are getting larger and more complex and could benefit from good software architecture practices. This paper presents an observational study aimed at (i) unveiling the state-of the-practice for architecting ROS-based systems and (ii) providing guidance to roboticists about how to properly architect ROS-based systems. To achieve these goals, we (i) build a dataset of 335 GitHub repositories containing real open-source ROS-based systems, (ii) mine the repositories for extracting the state of the practice about how roboticists are architecting them, and (iii) synthesize a catalog of 49 evidence-based guidelines for architecting ROS-based systems. The guidelines have been validated by 77 roboticists working on real-world open-source ROS-based systems.",Computer architecture; Data mining; Documentation; Guidelines; Mining Software Repositories; Open source software; Robotics; Robots; Service robots; Software Architecture,How do you Architect your Robots? State of the Practice and Guidelines for ROS-based Systems,,,,,,,,x,,NO,,
S136,1,Forward,journalArticle,2021,"Albonico, Michel; Malavolta, Ivano; Pinto, Gustavo; Guzman, Emitza; Chinnappan, Katerina; Lago, Patricia",arXiv:2103.13762 [cs],,http://arxiv.org/abs/2103.13762,"Robots are becoming more and more commonplace in many industry settings. This successful adoption can be partly attributed to (1) their increasingly affordable cost and (2) the possibility of developing intelligent, software-driven robots. Unfortunately, robotics software consumes significant amounts of energy. Moreover, robots are often battery-driven, meaning that even a small energy improvement can help reduce its energy footprint and increase its autonomy and user experience. In this paper, we study the Robot Operating System (ROS) ecosystem, the de-facto standard for developing and prototyping robotics software. We analyze 527 energy-related data points (including commits, pull-requests, and issues on ROS-related repositories, ROS-related questions on StackOverflow, ROS Discourse, ROS Answers, and the official ROS Wiki). Our results include a quantification of the interest of roboticists on software energy efficiency, 10 recurrent causes, and 14 solutions of energy-related issues, and their implied trade-offs with respect to other quality attributes. Those contributions support roboticists and researchers towards having energy-efficient software in future robotics projects.",Computer Science - Robotics; Computer Science - Software Engineering,Mining Energy-Related Practices in Robotics Software,,,,,,,,x,,NO,,
S137,1,Forward,book,2021,"Malavolta, Ivano; Chinnappan, Katerina; Swanborn, Stan; Lewis, Grace; Lago, Patricia",,,,,,Mining the ROS ecosystem for Green Architectural Tactics in Robotics and an Empirical Evaluation,,,,,,,,x,,NO,,
S138,1,Forward,conferencePaper,2020,"Kolak, Sophia; Afzal, Afsoon; Le Goues, Claire; Hilton, Michael; Timperley, Christopher Steven",2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME46990.2020.00048,,"Over the past eleven years, the Robot Operating System (ROS), has grown from a small research project into the most popular framework for robotics development. Composed of packages released on the Rosdistro package manager, ROS aims to simplify development by providing reusable libraries, tools and conventions for building a robot. Still, developing a complete robot is a difficult task that involves bridging many technical disciplines. Experts who create computer vision packages, for instance, may need to rely on software designed by mechanical engineers to implement motor control. As building a robot requires domain expertise in software, mechanical, and electrical engineering, as well as artificial intelligence and robotics, ROS faces knowledge based barriers to collaboration.In this paper, we examine how the necessity of domain specific knowledge impacts the open source collaboration model. We create a comprehensive corpus of package metadata and dependencies over three years in the ROS ecosystem, analyze how collaboration is structured, and study the dependency network evolution. We find that the most widely used ROS packages belong to a small cluster of foundational working groups (FWGs), each organized around a different domain in robotics. We show that the FWGs are growing at a slower rate than the rest of the ecosystem, in terms of their membership and number of packages, yet the number of dependencies on FWGs is increasing at a faster rate. In addition, we mined all ROS packages on GitHub, and showed that 82% rely exclusively on functionality provided by FWGs. Finally, we investigate these highly influential groups and describe the unique model of collaboration they support in ROS.",Buildings; collaboration; Collaboration; Ecosystems; robot operating system; robotics software; Robots; software ecosystem; software evolution; Software maintenance; Task analysis; Tools,It Takes a Village to Build a Robot: An Empirical Study of The ROS Ecosystem,,,,,,,,,,,,
S139,1,Forward,journalArticle,2021,"Zhang, Jingbin; Ma, Meng; Wang, Ping; Sun, Xiao-dong",Journal of Systems Architecture,10.1016/j.sysarc.2021.102098,https://www.sciencedirect.com/science/article/pii/S1383762121000795,"As the core layer of the Internet of Things (IoT), middleware bridges the gap between applications and devices to resolve many common IoT issues and enhancing application development. Consequently, developing suitable middleware is the main challenge that covers functionality and required quality to combine heterogeneous hardware and software as the integrated system in the IoT. This survey discusses IoT middleware requirements and challenges, and presents the current state of research in this domain. A technical taxonomy is presented for the IoT middleware according to the abstract and processing approach of data. We focus on discovering similarities and differences by making comparisons and appropriateness studies. Besides, this survey discusses three enabling techniques in detail to present analytically the current research trends on the IoT middleware. In the end, we summarize open issues in IoT middleware. This survey aims to provide guidance for the development and research of middleware in the IoT paradigm.",Context-aware computing; Internet of Things; Knowledge discovery; Middleware; Self-adaptation,"Middleware for the Internet of Things: A survey on requirements, enabling technologies, and solutions",x,,,,,,,,,NO,,
S14,1,Forward,journalArticle,2020,"Akiki, Pierre A.; Akiki, Paul A.; Bandara, Arosha K.; Yu, Yijun",Science of Computer Programming,10.1016/j.scico.2020.102534,https://www.sciencedirect.com/science/article/pii/S0167642320301428,"Empowering end-users to program robots is becoming more significant. Introducing software engineering principles into end-user programming could improve the quality of the developed software applications. For example, model-driven development improves technology independence and adaptive systems act upon changes in their context of use. However, end-users need to apply such principles in a non-daunting manner and without incurring a steep learning curve. This paper presents EUD-MARS that aims to provide end-users with a simple approach for developing model-driven adaptive robotics software. End-users include people like hobbyists and students who are not professional programmers but are interested in programming robots. EUD-MARS supports robots like hobby drones and educational humanoids that are available for end-users. It offers a tool for software developers and another one for end-users. We evaluated EUD-MARS from three perspectives. First, we used EUD-MARS to program different types of robots and assessed its visual programming language against existing design principles. Second, we asked software developers to use EUD-MARS to configure robots and obtained their feedback on strengths and points for improvement. Third, we observed how end-users explain and develop EUD-MARS programs, and obtained their feedback mainly on understandability, ease of programming, and desirability. These evaluations yielded positive indications of EUD-MARS.",Adaptive; End-user development; Model-driven; Robots; Visual languages and environments,EUD-MARS: End-user development of model-driven adaptive robotics software systems,,,,,,,,,,,,
S140,1,Forward,journalArticle,2020,"Quadrini, Walter; Negri, Elisa; Fumagalli, Luca",Procedia Manufacturing,10.1016/j.promfg.2020.02.055,https://www.sciencedirect.com/science/article/pii/S2351978920306193,"The recent digitalization of manufacturing companies, driven by ""Industry 4.0"" guidelines, introduces a series of challenges and opportunities both for enterprise and research environments. In this perspective, a debated subject is the interfacing of hardware, because logistic challenges and production assets are moving towards the adoption of Internet-of-Things-based Cyber-Physical Systems (CPS), whose flexibility allows to rethink control architectures that are traditionally based on ISA 95 and IEC 62264 formalized hierarchies. More versatile architectures also pave the way to the so-called horizontal integration. This work focuses on intra-logistics, aiming at defining a simple architecture enabling CPS assets’ monitoring and control. This allows the development of an open platform that enables an easy and simultaneous connection of multi-vendor hardware, overcoming the current legacy systems’ gap of requiring a significant effort to do so. The architecture is then substantiated by the development of a component interfacing Automated Guided Vehicles (AGV) and managing their navigation thanks to a Fleet Management System (FMS), which is back fed by the same AGVs.",AGV; CPS; FIWARE; Fleet Management System; modular architecture; open architecture; Robot Operating System; ROS Type your keywords here; separated by semicolons,Open Interfaces for Connecting Automated Guided Vehicles to a Fleet Management System,x,,,,,,,,,NO,,
S141,1,Forward,journalArticle,,"Dragule, Swaib; Gonzalo, Sergio García; Berger, Thorsten; Pelliccione, Patrizio",,,,,,Languages for Specifying Missions of Robotic Applications,,,,x,x,,,,,NO,,
S142,1,Forward,journalArticle,2021,"Jafarzadeh, Mohsen; Brooks, Stephen; Yu, Shimeng; Prabhakaran, Balakrishnan; Tadesse, Yonas",Robotics and Autonomous Systems,10.1016/j.robot.2020.103536,https://www.sciencedirect.com/science/article/pii/S0921889019306323,"Currently, most social robots interact with their surroundings and humans through sensors that are integral parts of the robots, which limits the usability of the sensors, human–robot interaction, and interchangeability. A wearable sensor garment that fits many robots is needed in many applications. This article presents an affordable wearable sensor vest, and an open-source software architecture with the Internet of Things (IoT) for social humanoid robots. The vest consists of touch, temperature, gesture, distance, vision sensors, and a wireless communication module. The IoT feature allows the robot to interact with humans locally and over the Internet. The designed architecture works for any social robot that has a general-purpose graphics processing unit (GPGPU), I2C/SPI buses, Internet connection, and the Robotics Operating System (ROS). The modular design of this architecture enables developers to easily add/remove/update complex behaviors. The proposed software architecture provides IoT technology, GPGPU nodes, I2C and SPI bus mangers, audio-visual interaction nodes (speech to text, text to speech, and image understanding), and isolation between behavior nodes and other nodes. The proposed IoT solution consists of related nodes in the robot, a RESTful web service, and user interfaces. We used the HTTP protocol as a means of two-way communication with the social robot over the Internet. Developers can easily edit or add nodes in C, C++, and Python programming languages. Our architecture can be used for designing more sophisticated behaviors for social humanoid robots.",GPGPU; Human–robot interaction; Internet of Things; Senor vest; Social robot; Software architecture,"A wearable sensor vest for social humanoid robots with GPGPU, IoT, and modular software architecture",x,,,,,,,,,NO,,
